name,position,height/m,nationality,injury_history,apparence
Honest Ahanor,Left-Back,1.84,Italy,"[-1, 138, 38, 7]","(34, 2331)"
Alessandro Zanoli,Right-Back,1.88,Italy,"[-1, 25, 542, 22, 155, 6, 263, 22, 132, 3]","(230, 15806)"
Brooke Norton-Cuffy,Right-Back,1.81,England,"[-1, 62, 1011, 62, 26, 23, 41, 24]","(152, 10030)"
Stefano Sabelli,Right-Back,1.76,Italy,"[-1, 9, 423, 164, 2171, 8, 107, 9]","(466, 37279)"
Jean Onana,Defensive Midfield,1.89,Cameroon,"[-1, 18, 102, 25, 376, 18]","(142, 8685)"
Lior Kassa,Defensive Midfield,1.85,Israel,[-1],"(40, 1910)"
Milan Badelj,Defensive Midfield,1.86,Croatia,"[-1, 4, 67, 1, 322, 11, 32, 4, 189, 8, 123, 15, 150, 8, 46, 15, 259, 4, 14, 8, 98, 1, 249, 36, 448, 15, 168, 18, 124, 31, 174, 13, 0, 14, 761, 5, 148, 11, 112, 7, 78, 5, 158, 12, 114, 25, 33, 42, 278, 23, 45, 3, 297, 21, 86, 10, 19, 18]","(583, 45005)"
Morten Frendrup,Central Midfield,1.78,Denmark,"[-1, 18]","(254, 19918)"
Fabio Miretti,Central Midfield,1.8,Italy,"[-1, 8, 128, 25, 14, 15, 229, 10, 147, 4, 98, 38, 2, 18, 211, 38]","(189, 11718)"
Patrizio Masini,Central Midfield,1.82,Italy,"[-1, 176, -135, 136, 209, 36, 370, 5]","(235, 17077)"
Morten Thorsby,Central Midfield,1.88,Norway,"[-1, 11, 844, 29, 273, 22, 486, 5, 7, 8, 549, 12, 104, 33, 336, 18, 386, 44]","(370, 24434)"
Ruslan Malinovskyi,Attacking Midfield,1.81,Ukraine,"[-1, 5, 770, 246, 1388, 4, 24, 15, 0, 4, 211, 38, 155, 15, 34, 6, 13, 8, 24, 10, 703, 50, 126, 148, 51, 30, 0, 24]","(440, 26857)"
Hugo Cuenca,Attacking Midfield,1.83,Paraguay,"[-1, 35, 368, 102, 37, 77]","(67, 4183)"
Maxwel Cornet,Left Winger,1.79,Cote d'Ivoire,"[-1, 8, 30, 1, 31, 1, 39, 18, -17, 18, 69, 5, 211, 5, 60, 6, 81, 5, 640, 28, 112, 14, 153, 152, 703, 9, 16, 81]","(357, 18375)"
Junior Messias,Right Winger,1.74,Brazil,"[-1, 7, 106, 6, 104, 30, 10, 33, 323, 10, 33, 60, 58, 30, 36, 5, 69, 65, 11, 42, 17, 3, 9, 15, 22, 22, 65, 39, 101, 79, 21, 34, 3, 7, 43, 29]","(269, 19067)"
Andrea Pinamonti,Centre-Forward,1.85,Italy,"[-1, 6, 111, 9, 666, 15, 74, 19, 188, 15, 35, 6, 263, 62, 260, 15, 210, 37, 201, 35]","(296, 21005)"
Vitinha,Centre-Forward,1.78,Portugal,"[-1, 7, 67, 10, 174, 11, 546, 30, 7, 15, 140, 47, 48, 14, 29, 43]","(190, 10357)"
Jeff Ekhator,Centre-Forward,1.88,Italy,"[-1, 32]","(98, 5791)"
Caleb Ekuban,Centre-Forward,1.82,Ghana,"[-1, 84, 29, 58, 584, 75, 0, 6, 51, 9, 8, 14, 130, 8, 72, 17, 16, 3, 0, 15, 42, 6, 5, 8, 98, 13, 152, 8, 154, 38, 190, 152, 200, 11, 35, 31, 32, 11, 54, 19, 114, 27, 33, 88, 11, 23, 40, 25, 27, 23]","(401, 25233)"
Mario Balotelli,Centre-Forward,1.89,Italy,"[-1, 68, 66, 12, 360, 5, 3, 8, 263, 8, 63, 18, 53, 11, 108, 14, 33, 11, 60, 5, 122, 12, 255, 26, 297, 48, 2, 54, 250, 3, 4, 8, 18, 11, 22, 17, 238, 18, 638, 7, 568, 18, 6, 36, 35, 44, 253, 11, 0, 6, 199, 3, 13, 3, 170, 8, 20, 8, 36, 15, 14, 21, 134, 7, 21, 83, 266, 5, 55, 3, 62, 91]","(501, 31727)"
Maduka Okoye,Goalkeeper,1.98,Nigeria,"[-1, 10, 89, 9, 6, 29, 149, 17, 287, 50, 585, 6, 242, 19, 471, 45, 567, 93]","(160, 14291)"
Răzvan Sava,Goalkeeper,1.97,Romania,"[-1, 41]","(115, 10303)"
Daniele Padelli,Goalkeeper,1.91,Italy,"[-1, 26, 412, 17, 562, 65]","(209, 18489)"
Edoardo Piana,Goalkeeper,1.98,Italy,"[-1, 38, 526, 69]","(40, 3552)"
Jaka Bijol,Centre-Back,1.9,Slovenia,"[-1, 7, 43, 12, 312, 19, 609, 12, 112, 4, 346, 12, 440, 103, 287, 5, 141, 7]","(252, 18124)"
Oumar Solet,Centre-Back,1.92,France,"[-1, 206, 43, 22, 114, 12, 25, 5, 197, 44, 122, 5, 184, 24, 24, 9, 3, 17, 266, 34, 22, 14, 15, 66, 198, 5]","(191, 15493)"
Isaak Touré,Centre-Back,2.06,France,"[-1, 130, 1428, 124]","(88, 6253)"
Thomas Kristensen,Centre-Back,1.98,Denmark,"[-1, 63, 161, 21, 233, 54, 32, 45, 41, 3, 8, 5]","(129, 10249)"
Lautaro Giannetti,Centre-Back,1.85,Argentina,"[-1, 18, 3, 57, 26, 234, 3, 64, 906, 13, 95, 19, 226, 235, 70, 15, 422, 20, 131, 15, 80, 14, -13, 29, 1, 22]","(227, 19154)"
Matteo Palma,Centre-Back,1.94,Germany,[-1],"(41, 3423)"
Christian Kabasele,Centre-Back,1.87,Belgium,"[-1, 15, 24, 39, 629, 23, 311, 12, 1381, 14]","(366, 26711)"
Jordan Zemura,Left-Back,1.73,Zimbabwe,"[-1, 44, 120, 15, 598, 25, 444, 30]","(117, 7735)"
Hassane Kamara,Left-Back,1.7,Cote d'Ivoire,"[-1, 82, 2135, 7, 213, 9, 232, 11]","(318, 22773)"
Kingsley Ehizibue,Right-Back,1.89,Netherlands,"[-1, 212, 27, 8, 115, 7, 252, 24]","(331, 22625)"
Jesper Karlström,Defensive Midfield,1.85,Sweden,"[-1, 15, 187, 57]","(466, 36128)"
Sandi Lovrić,Central Midfield,1.8,Slovenia,"[-1, 48, 47, 22, 35, 14, 706, 36, 1396, 4, 199, 5, 404, 7, 349, 6, 163, 54, 124, 15, 59, 9]","(336, 23063)"
Jurgen Ekkelenkamp,Central Midfield,1.88,Netherlands,"[-1, 5, 432, 5, 301, 14, 85, 23, 89, 16, 447, 10, 178, 4]","(305, 19519)"
Martín Payero,Central Midfield,1.82,Argentina,"[-1, 13, 671, 8, 11, 3, 18, 17, 49, 20, 465, 22, 38, 34, 140, 15]","(168, 9158)"
Arthur Atta,Central Midfield,1.89,France,"[-1, 22]","(100, 4851)"
Oier Zarraga,Central Midfield,1.75,Spain,"[-1, 17, 50, 8, 1070, 53]","(152, 7541)"
Rui Modesto,Right Midfield,1.81,Angola,"[-1, 6]","(176, 12666)"
Simone Pafundi,Attacking Midfield,1.66,Italy,"[-1, 104, 38, 12, 368, 13, 92, 40, 348, 30, 62, 9]","(76, 3899)"
David Pejičić,Attacking Midfield,,Slovenia,"[-1, 6]","(82, 5785)"
Florian Thauvin,Second Striker,1.81,France,"[-1, 15, 1278, 4, 49, 1, 60, 4, 29, 6, 12, 17, 175, 4, 8, 14, 182, 15, 64, 47, 13, 177, 351, 9, 211, 28, 273, 42, 587, 45, 130, 27, 137, 79]","(462, 30746)"
Lorenzo Lucca,Centre-Forward,2.01,Italy,"[-1, 30, 3, 55, 994, 19, 374, 20]","(200, 12425)"
Brenner,Centre-Forward,1.75,Brazil,"[-1, 46, 31, 16, 1, 159]","(171, 10576)"
Keinan Davis,Centre-Forward,1.89,England,"[-1, 92, 5, 25, 254, 38, 241, 43, 203, 28, 237, 22, 66, 13, 149, 119, 13, 15, 42, 37, 230, 67, 3, 5, 44, 18]","(211, 10798)"
Damián Pizarro,Centre-Forward,1.87,Chile,"[-1, 38, 29, 23]","(65, 3870)"
Iker Bravo,Centre-Forward,1.82,Spain,"[-1, 7]","(86, 3912)"
Alexis Sánchez,Centre-Forward,1.69,Chile,"[-1, 6, 12, 30, 199, 9, 16, 14, 121, 72, 1352, 8, 18, 55, 122, 11, 245, 22, 1089, 54, 157, 43, 92, 7, 255, 6, 5, 15, 362, 10, 56, 7, 33, 33, 5, 14, 43, 44, 21, 37, 125, 85, 291, 12, 42, 15, 135, 12, 20, 19, 34, 41, 66, 14, 644, 6, 74, 6, 18, 8, 232, 10, 1, 112, 98, 35]","(735, 46088)"
Zion Suzuki,Goalkeeper,1.9,Japan,[-1],"(98, 8805)"
Edoardo Corvi,Goalkeeper,1.87,Italy,[-1],"(88, 7894)"
Richard Marcone,Goalkeeper,1.84,Italy,"[-1, 37, 414, 6]","(285, 25394)"
Alessandro Circati,Centre-Back,1.9,Australia,"[-1, 196]","(103, 8087)"
Giovanni Leoni,Centre-Back,1.96,Italy,"[-1, 12]","(52, 3627)"
Botond Balogh,Centre-Back,1.89,Hungary,"[-1, 58, 957, 18]","(90, 6685)"
Alessandro Vogliacco,Centre-Back,1.86,Italy,"[-1, 43, 511, 8, 55, 23]","(252, 19318)"
Yordan Osorio,Centre-Back,1.89,Venezuela,"[-1, 64, 27, 29, 406, 25, 612, 19, 60, 7, 1, 19, 107, 9, 895, 23, 259, 18, 48, 14, 12, 45, 1, 157]","(225, 18532)"
Lautaro Valenti,Centre-Back,1.88,Argentina,"[-1, 11, 21, 13, 42, 47, 7, 34, 202, 95, 431, 273, 237, 17, 53, 25, 17, 8, 49, 15]","(98, 7810)"
Mathias Løvik,Left-Back,1.83,Norway,"[-1, 10]","(121, 7977)"
Emanuele Valeri,Left-Back,1.8,Italy,"[-1, 18, 1316, 14, 566, 8, 177, 19]","(264, 20227)"
Enrico Delprato,Right-Back,1.83,Italy,"[-1, 12, 337, 4, 330, 10]","(290, 24369)"
Antoine Hainaut,Right-Back,1.87,France,"[-1, 44, -41, 23, 218, 10, 372, 4]","(82, 4827)"
Mandela Keita,Defensive Midfield,1.8,Belgium,"[-1, 82, 390, 41, 94, 40]","(132, 8408)"
Nahuel Estévez,Defensive Midfield,1.81,Argentina,"[-1, 34, 145, 35, 893, 10, 320, 62, 56, 30, 97, 23]","(217, 14695)"
Adrián Bernabé,Central Midfield,1.74,Spain,"[-1, 37, 196, 172, 232, 63, 472, 11, 242, 86, 25, 14, 48, 23]","(181, 12969)"
Simon Sohm,Central Midfield,1.88,Switzerland,"[-1, 8, 60, 4, 391, 28, 102, 7, 134, 11, 100, 29, 1255, 8, 170, 9]","(239, 15260)"
Hernani,Central Midfield,1.88,Brazil,"[-1, 30, 115, 10, 114, 8, 77, 7, 55, 6, 177, 38, 52, 22, 919, 33, 13, 7, 32, 27, 63, 12, 3, 26]","(333, 21351)"
Drissa Camara,Central Midfield,1.79,Cote d'Ivoire,"[-1, 34, 37, 11, 38, 18, 135, 121, 437, 4]","(105, 4218)"
Jacob Ondrejka,Left Winger,1.79,Sweden,"[-1, 109]","(198, 9284)"
Adrian Benedyczak,Left Winger,1.91,Poland,"[-1, 40, 1206, 5, 10, 7, 128, 181, 42, 8, 29, 112]","(238, 13172)"
Valentin Mihăilă,Left Winger,1.8,Romania,"[-1, 26, -3, 66, 95, 12, 14, 24, -4, 105, 376, 62, 27, 32, 28, 51, 84, 42, 97, 11, 448, 117]","(183, 10482)"
Dennis Man,Right Winger,1.83,Romania,"[-1, 55, 28, 7, 334, 8, 206, 38, 111, 23, 161, 6, -3, 5, 28, 91, 82, 25, 64, 32, 14, 4, 175, 25, 475, 7, 21, 11, 98, 8]","(327, 22113)"
Matteo Cancellieri,Right Winger,1.85,Italy,"[-1, 5, 27, 10, 8, 17, 13, 15, 740, 9, 356, 41, 2, 30]","(166, 8146)"
Pontus Almqvist,Right Winger,1.83,Sweden,"[-1, 38, 353, 21, 7, 41, -31, 22, 482, 8]","(216, 11712)"
Anas Haj Mohamed,Right Winger,1.74,Tunisia,"[-1, 7, 569, 5]","(112, 7725)"
Mateusz Kowalski,Second Striker,1.97,Poland,"[-1, 270]","(80, 4061)"
Ange-Yoan Bonny,Centre-Forward,1.89,France,"[-1, 4]","(132, 6600)"
Mateo Pellegrino,Centre-Forward,1.92,Argentina,"[-1, 11, 248, 23]","(99, 4956)"
Gabriel Charpentier,Centre-Forward,1.88,Congo,"[-1, 236, 48, 46, 14, 121, 271, 63, 29, 172, 1, 21, 37, 73, 206, 69, 300, 28, 15, 14, 65, 183]","(107, 4911)"
Milan Djuric,Centre-Forward,1.99,Bosnia-Herzegovina,"[-1, 9, 328, 35, 443, 43, 102, 71, 1413, 21, 88, 5, 32, 20, 369, 8, 0, 27, 8, 20, 172, 6, 307, 19, 115, 12, 46, 48]","(536, 32869)"
Devis Vásquez,Goalkeeper,1.95,Colombia,"[-1, 3]","(89, 7936)"
Jacopo Seghetti,Goalkeeper,1.89,Italy,[-1],"(69, 6210)"
Marco Silvestri,Goalkeeper,1.91,Italy,"[-1, 10, 121, 14, 697, 4, 2, 100, 201, 3, 34, 11]","(415, 37290)"
Federico Brancolini,Goalkeeper,1.92,Italy,"[-1, 31]","(55, 4865)"
Saba Goglichidze,Centre-Back,1.92,Georgia,[-1],"(67, 4965)"
Mattia Viti,Centre-Back,1.9,Italy,"[-1, 6, 93, 7, 445, 41, 88, 31, 30, 31, 60, 14, 214, 10, 62, 16, 25, 10, 3, 45, 30, 3]","(137, 10636)"
Ardian Ismajli,Centre-Back,1.87,Albania,"[-1, 24, 844, 5, 149, 4, 82, 17, 268, 31, 80, 25, 55, 14, 12, 4, 29, 9, 107, 7, 7, 24, 75, 8, 50, 55, 98, 6, 172, 24, 2, 14, 12, 32]","(226, 18019)"
Luca Marianucci,Centre-Back,1.86,Italy,"[-1, 8]","(106, 7933)"
Saba Sazonov,Centre-Back,1.94,Georgia,"[-1, 11, 184, 10, 139, 20, 130, 258]","(108, 6575)"
Liberato Cacace,Left-Back,1.83,New Zealand,"[-1, 17]","(227, 16829)"
Giuseppe Pezzella,Left-Back,1.87,Italy,"[-1, 8, 119, 30, 580, 19, 588, 8, 153, 16, 9, 21, 28, 14, 82, 16, 262, 5, 67, 37, 168, 21, 147, 5, 149, 123, 452, 3]","(241, 15784)"
Tyronne Ebuehi,Right-Back,1.87,Nigeria,"[-1, 10, 849, 35, 71, 356, 23, 21, 508, 7, 296, 17, 78, 21, 28, 31, 607, 56, 15, 355, 51, 13]","(236, 18540)"
Junior Sambia,Right-Back,1.85,France,"[-1, 20, 1337, 5, 174, 58]","(318, 17949)"
Mattia De Sciglio,Right-Back,1.83,Italy,"[-1, 8, 203, 43, 21, 36, 77, 8, 25, 25, 56, 12, 157, 36, 11, 74, 46, 15, 476, 8, 115, 12, 7, 25, 81, 29, 94, 43, 53, 22, 45, 15, 35, 26, 98, 11, 25, 15, 157, 22, 158, 53, 81, 18, 144, 78, 378, 4, 35, 40, 87, 8, 46, 11, 11, 11, 53, 22, 59, 113, 37, 8, 27, 13, 14, 292, 3, 24, 38, 9, 8, 18, 184, 12]","(356, 25841)"
Alberto Grassi,Defensive Midfield,1.83,Italy,"[-1, 28, 468, 33, 526, 19, 37, 34, 160, 6, 132, 68, 32, 159, 123, 21, 22, 31, 10, 5, 40, 6, 147, 15, 28, 20, 109, 43, 122, 9, 237, 8, 253, 38, 69, 34, 365, 49, 209, 41, 96, 9]","(277, 17742)"
Jacopo Fazzini,Central Midfield,1.78,Italy,"[-1, 11, 41, 3, 4, 12, 67, 16, 43, 7, 188, 21, 39, 44, 48, 51, 30, 3]","(148, 8798)"
Youssef Maleh,Central Midfield,1.79,Morocco,"[-1, 84, 11, 20, 958, 9, 327, 9, 5, 4, 90, 20, 582, 10, 3, 21, 136, 33, 1, 63]","(266, 17581)"
Szymon Żurkowski,Central Midfield,1.85,Poland,"[-1, 8, 311, 5, 256, 20, 4, 12, 130, 37, 41, 6, 3, 21, 290, 9, 159, 154, 48, 95]","(252, 17332)"
Liam Henderson,Central Midfield,1.83,Scotland,[-1],"(356, 21248)"
Nicolas Haas,Central Midfield,1.78,Switzerland,"[-1, 104, 1754, 169, 74, 4, 130, 23, 676, 189]","(320, 19512)"
Emmanuel Gyasi,Right Midfield,1.81,Ghana,"[-1, 98, 720, 3, 1612, 8]","(437, 32001)"
Tino Anjorin,Attacking Midfield,1.86,England,"[-1, 74, 258, 70, 1, 174, 525, 6, 59, 16, 9, 73, 8, 3, 7, 7]","(145, 7659)"
Viktor Kovalenko,Attacking Midfield,1.82,Ukraine,"[-1, 8, 349, 14, 11, 10, 91, 30, 190, 10, 225, 16, 12, 11, 98, 7, 68, 32, 24, 20, 26, 5, 26, 24, 74, 12, 30, 5, 177, 13, 33, 18, 6, 62, 45, 23, 46, 6, 194, 6, 49, 7, 16, 28, 456, 7]","(288, 15342)"
Ola Solbakken,Right Winger,1.89,Norway,"[-1, 35, 34, 66, 80, 39, 55, 14, 22, 9, 310, 90, 118, 5, 85, 104, 19, 5]","(192, 11499)"
Sebastiano Esposito,Second Striker,1.83,Italy,"[-1, 17, 549, 30, 16, 7, 5, 46, 72, 8, 538, 12, 137, 15, 17, 19, 13, 33, 194, 17, 163, 3]","(240, 12997)"
Christian Kouamé,Centre-Forward,1.85,Cote d'Ivoire,"[-1, 115, 981, 230, 236, 19, 640, 6, 429, 29, 384, 53]","(367, 21380)"
Lorenzo Colombo,Centre-Forward,1.83,Italy,"[-1, 96, 1177, 4, -3, 5, 203, 12]","(201, 10634)"
Pietro Pellegri,Centre-Forward,1.89,Italy,"[-1, 72, 92, 20, 14, 21, 5, 247, 1, 83, 6, 75, 11, 104, 1, 4, 162, 11, 78, 9, 43, 6, 42, 41, 44, 5, 11, 33, 113, 5, 5, 7, 30, 63, 26, 12, 0, 19, 10, 6, 91, 27, 46, 11, 7, 3, 22, 6, 46, 40, 3, 34, 41, 8, 155, 4, 61, 6, 60, 6, 53, 23, 86, 33, 108, 174]","(146, 5194)"
Lorenzo Montipò,Goalkeeper,1.91,Italy,"[-1, 12, 413, 6, 443, 3, 361, 7]","(360, 32400)"
Federico Magro,Goalkeeper,1.9,Italy,[-1],"(118, 10570)"
Simone Perilli,Goalkeeper,1.96,Italy,"[-1, 14]","(190, 17003)"
Alessandro Berardi,Goalkeeper,1.85,Italy,"[-1, 74, 3652, 17, 72, 41, 616, 78, 203, 8]","(144, 12690)"
Diego Coppola,Centre-Back,1.93,Italy,"[-1, 41, 133, 84, 94, 20, 593, 8]","(145, 11757)"
Nicolás Valentini,Centre-Back,1.87,Argentina,"[-1, 3]","(100, 7474)"
Flavius Daniliuc,Centre-Back,1.88,Austria,"[-1, 22, 109, 33, 1, 2, 22, 60, 1, 3, 88, 52, 1112, 13, 352, 5, 259, 60, 39, 4, 55, 7, 59, 3, 375, 12]","(205, 14433)"
Daniele Ghilardi,Centre-Back,1.89,Italy,"[-1, 4]","(142, 11616)"
Paweł Dawidowicz,Centre-Back,1.89,Poland,"[-1, 21, 9, 28, 25, 21, 51, 22, -21, 47, 889, 5, 231, 9, 5, 35, 44, 9, 6, 23, 74, 4, 29, 20, 232, 8, 46, 143, 112, 9, 24, 32, 92, 21, 94, 20, 121, 18, 17, 36, 26, 7, 100, 8, 171, 36, 157, 18]","(329, 23546)"
Tobias Slotsager,Centre-Back,1.9,Denmark,[-1],"(81, 5726)"
Luan Patrick,Centre-Back,1.9,Brazil,[-1],"(70, 4897)"
Yllan Okou,Centre-Back,1.89,France,"[-1, 31, 801, 6]","(56, 4742)"
Domagoj Bradarić,Left-Back,1.78,Croatia,"[-1, 17, 289, 5, 230, 8, 99, 26]","(236, 16652)"
Martin Frese,Left-Back,1.79,Denmark,"[-1, 57, 0, 317, 282, 132, 511, 149, 1208, 6, 30, 6, 28, 161]","(165, 11866)"
Jackson Tchatchoua,Right-Back,1.8,Cameroon,"[-1, 80]","(130, 8818)"
Davide Faraoni,Right-Back,1.8,Italy,"[-1, 8, 558, 6, 249, 7, 1289, 158, 120, 119, 996, 44, 215, 24, 261, 15, 38, 14, 80, 12, 21, 8, 190, 9, 18, 22, 30, 27, 11, 60, 302, 16, 56, 6, 338, 12, 48, 17, 21, 7]","(443, 32624)"
Daniel Oyegoke,Right-Back,1.88,England,"[-1, 6]","(111, 7197)"
Cheikh Niasse,Defensive Midfield,1.88,Senegal,"[-1, 3, 14, 5, 234, 7, 21, 13, 673, 21]","(195, 13669)"
Suat Serdar,Central Midfield,1.84,Germany,"[-1, 22, 150, 8, 46, 67, 0, 15, 21, 19, 206, 5, 73, 5, 126, 74, 406, 12, 49, 11, 98, 22, 7, 15, 74, 71, 45, 68, 66, 12, 91, 15, 192, 8, 67, 11, 200, 15, 509, 7, 177, 52, 66, 5, 47, 58, 5, 6]","(335, 23086)"
Ondrej Duda,Central Midfield,1.8,Slovakia,"[-1, 33, 497, 8, 7, 211, 0, 8, 14, 36, 136, 5, 154, 18, 1914, 87, 250, 5, 145, 18, 51, 23]","(389, 26421)"
Antoine Bernede,Central Midfield,1.78,France,"[-1, 151, 101, 60, 63, 95, 439, 39, 337, 8, 516, 45]","(201, 13245)"
Abdou Harroui,Central Midfield,1.82,Morocco,"[-1, 6, 119, 2, 289, 6, 56, 5, 402, 10, 33, 45, 482, 83, 87, 62, 137, 42, 48, 169]","(238, 16091)"
Darko Lazović,Left Midfield,1.81,Serbia,"[-1, 25, 11, 197, 1987, 24, 462, 20, 54, 18, 30, 12, 295, 16, 106, 28, 189, 27, 135, 33, 30, 14, 55, 47, 57, 16]","(497, 35432)"
Tomas Suslov,Attacking Midfield,1.74,Slovakia,"[-1, 42, 163, 26, 670, 18, 183, 19]","(213, 14468)"
Grigoris Kastanos,Attacking Midfield,1.79,Cyprus,"[-1, 13, 448, 214, 1222, 7, 45, 19, 197, 7, 494, 23, 59, 49]","(292, 17440)"
Alphadjo Cissè,Attacking Midfield,1.81,Italy,[-1],"(71, 4674)"
Casper Tengstedt,Centre-Forward,1.84,Denmark,"[-1, 19, 595, 41, 17, 4, 336, 33, 14, 11, 11, 28]","(207, 12084)"
Amin Sarr,Centre-Forward,1.88,Sweden,"[-1, 6, 382, 19, 225, 49]","(145, 8414)"
Daniel Mosquera,Centre-Forward,1.8,Colombia,"[-1, 7]","(149, 7301)"
Dailon Rocha Livramento,Centre-Forward,1.85,Cape Verde,"[-1, 12]","(137, 6341)"
Mathis Lambourde,Centre-Forward,1.79,France,"[-1, 6]","(52, 3192)"
Junior Ajayi,Centre-Forward,1.85,Cote d'Ivoire,[-1],"(46, 2507)"
Stefano Turati,Goalkeeper,1.88,Italy,"[-1, 14, 1397, 36, 128, 13, 107, 11, 80, 3]","(159, 14205)"
Semuel Pizzignacco,Goalkeeper,1.88,Italy,[-1],"(163, 14614)"
Andrea Mazza,Goalkeeper,1.9,Italy,[-1],"(83, 7407)"
Tomás Palacios,Centre-Back,1.96,Argentina,[-1],"(47, 3248)"
Andrea Carboni,Centre-Back,1.87,Italy,"[-1, 36, 1011, 11, 92, 34, 282, 4, 71, 9, 9, 9, 194, 4, 471, 28, 87, 8, 7, 28, 276, 46]","(211, 15717)"
Armando Izzo,Centre-Back,1.83,Italy,"[-1, 34, 770, 9, 193, 5, 139, 16, 278, 2, 28, 45, 8, 46, 799, 6, 4, 5, 175, 15, 93, 7, 117, 16, 205, 15, 90, 14, 63, 22, 332, 69, 19, 9, 113, 7, 338, 45]","(420, 33905)"
Stefan Leković,Centre-Back,1.92,Serbia,"[-1, 6]","(135, 10582)"
Luca Caldirola,Centre-Back,1.86,Italy,"[-1, 43, 214, 4, 270, 113, -112, 113, 1, 28, 68, 38, -11, 27, 183, 17, 126, 4, 950, 50, 651, 7, 148, 7, 532, 5, 88, 13, 9, 84, 35, 5]","(409, 33253)"
Danilo D'Ambrosio,Centre-Back,1.8,Italy,"[-1, 21, 502, 48, 58, 27, 215, 9, 23, 4, 787, 29, 630, 23, 58, 20, 144, 9, 200, 27, 41, 25, 490, 10, 72, 7, 3, 50, 127, 6, 111, 27, 98, 8, 37, 5, 16, 42, 210, 19, 64, 15, 7, 11, 41, 22, 14, 14]","(545, 39081)"
Arvid Brorsson,Centre-Back,1.93,Sweden,"[-1, 189]","(198, 13891)"
Samuele Birindelli,Right-Back,1.76,Italy,"[-1, 6, 148, 29, 8, 27, 74, 45]","(291, 18993)"
Pedro Pereira,Right-Back,1.85,Portugal,"[-1, 13, 31, 6, 747, 23, 1223, 12, 466, 10]","(237, 15064)"
Leonardo Colombo,Defensive Midfield,1.75,Italy,[-1],"(112, 8991)"
Matteo Pessina,Central Midfield,1.87,Italy,"[-1, 4, 41, 78, 171, 11, 169, 35, 575, 59, 478, 98, 15, 80]","(328, 23896)"
Kacper Urbanski,Central Midfield,1.83,Poland,"[-1, 28]","(123, 7679)"
Alessandro Bianco,Central Midfield,1.73,Italy,"[-1, 3]","(202, 15350)"
Gaetano Castrovilli,Central Midfield,1.87,Italy,"[-1, 15, 140, 57, 308, 11, 175, 22, 109, 4, 84, 8, 193, 29, 42, 18, 119, 252, 30, 21, 116, 4, 65, 207, 246, 28, 77, 11]","(302, 20035)"
Kevin Zeroli,Central Midfield,1.87,Italy,"[-1, 16, 109, 35]","(132, 9758)"
Roberto Gagliardini,Central Midfield,1.88,Italy,"[-1, 8, 28, 31, 493, 10, 370, 29, 538, 23, 6, 19, 29, 43, 222, 21, 272, 41, 257, 7, 141, 12, 453, 12, 30, 15, 182, 34, 6, 140, 45, 35]","(338, 19990)"
Stefano Sensi,Central Midfield,1.68,Italy,"[-1, 31, 30, 31, 93, 16, 263, 35, 91, 21, 381, 15, 129, 26, 9, 41, 38, 11, 7, 48, 80, 47, 81, 32, 88, 13, 80, 8, 4, 18, 80, 3, 2, 37, 124, 6, 69, 19, 168, 69, 92, 8, 132, 15, 5, 17, 126, 52, 145, 5, 25, 63, 6, 5, 75, 49]","(308, 19893)"
Jean-Daniel Akpa Akpro,Central Midfield,1.8,Cote d'Ivoire,"[-1, 52, 783, 21, 877, 125, 36, 388, 24, 35, 1064, 8, 289, 5, 0, 45, 226, 29, 80, 6, 739, 43]","(305, 18596)"
Patrick Ciurria,Right Midfield,1.78,Italy,"[-1, 11, 376, 3, 884, 7, 832, 16, 54, 167, 36, 16, 21, 4, 78, 7]","(360, 23404)"
Georgios Kyriakopoulos,Left Midfield,1.86,Greece,"[-1, 25, 3, 6, 569, 21]","(283, 19766)"
Samuele Vignato,Attacking Midfield,1.72,Italy,"[-1, 36, 35, 84, 155, 32, 51, 26]","(89, 4340)"
Keita Baldé,Left Winger,1.78,Senegal,"[-1, 7, 182, 35, 333, 17, 40, 8, 163, 17, 171, 5, 168, 19, 101, 3, 155, 5, 18, 18, 2, 44, 241, 18, 1, 12, 2, 20, 246, 5, 357, 47, 316, 16, 565, 10, 664, 33]","(364, 18779)"
Omari Forson,Right Winger,1.79,England,"[-1, 58, 1024, 21, 72, 18, 93, 10, 75, 16]","(105, 6048)"
Kevin Martins,Right Winger,1.8,Italy,[-1],"(74, 3096)"
Dany Mota,Second Striker,1.8,Portugal,"[-1, 20, 286, 11, 72, 4, 63, 8, 40, 14, 23, 6, 361, 27, 121, 11, 13, 9, 86, 6, 11, 13, 106, 7, 6, 10]","(312, 21884)"
Gianluca Caprari,Second Striker,1.71,Italy,"[-1, 21, 411, 52, 171, 30, 278, 70, 813, 11, 398, 12, 136, 13, 114, 84, 636, 7, 93, 3, 4, 6, 23, 3, 256, 9, 108, 13, 220, 4, 239, 224, 279, 13, 6, 16]","(452, 27999)"
Silvere Ganvoula,Centre-Forward,1.91,Congo,"[-1, 11, 583, 23, 1759, 35]","(278, 13721)"
Andrea Petagna,Centre-Forward,1.9,Italy,"[-1, 8, 36, 43, 334, 19, 1123, 8, 2, 24, 591, 6, 196, 5, 195, 44, 115, 19, 63, 4, 77, 3, 70, 33, 154, 29, 199, 6, 119, 21, 161, 58, 147, 50, 27, 19]","(403, 23800)"
